domain	bias_rating	category	mbfc_ideo	ave_m	ave_m_log10
ketv.com	least biased	center	0.0	3248666.666666666	6.511705286009509
kcrg.com	least biased	center	0.0	3247201.0	6.511509305797741
kvia.com	least biased	center	0.0	3232800.0	6.509578971774611
citizen.co.za	right-center	right-center	1.0	3230000.0	6.509202522331103
wbtw.com	least biased	center	0.0	3219672.0	6.507811765637743
crooksandliars.com	left	left	-1.0	3213000.0	6.506910860719403
queerty.com	left	left	-1.0	3198666.0	6.504969029833994
wfla.com	least biased	center	0.0	3182998.0	6.502836502179108
pix11.com	least biased	center	0.0	3172872.0	6.501452689023503
wpxi.com	least biased	center	0.0	3172538.0	6.501406969578622
kwch.com	least biased	center	0.0	3162021.0	6.499964887242415
cincinnati.com	least biased	center	0.0	3146000.0	6.497758856333808
tennessean.com	least biased	center	0.0	3133666.0	6.496052844159934
wdrb.com	least biased	center	0.0	3121369.0	6.494345251982884
q13fox.com	least biased	center	0.0	3100963.0	6.491496724414656
sltrib.com		leftcenter	-1.0	3092000.0	6.49023962570373
powerlineblog.com		right	1.0	3082333.0	6.488879696841085
vancouversun.com	right-center	right-center	1.0	3079000.0	6.488409829953673
palmbeachpost.com	left-center	leftcenter	-1.0	3058706.0	6.4855378769919705
kgw.com	least biased	center	0.0	3055333.333333333	6.48505874033216
indystar.com	least biased	center	0.0	3051666.0	6.484537141356006
commondreams.org	left	left	-1.0	3033666.0	6.481967907367151
bangkokpost.com	right-center	right-center	1.0	3031666.0	6.481681496430743
wfmynews2.com	least biased	center	0.0	3015687.0	6.479386407858396
greenpeace.org	left-pseudoscience	conspiracy	-1.0	3005000.0	6.4778446208626885
grunge.com	left-center	fake-news	-1.0	3000000.0	6.477121254719663
israelnationalnews.com	right-center	right-center	1.0	2993666.0	6.47620349002655
inforum.com	right-center	right-center	1.0	2977241.0	6.473814136962176
taskandpurpose.com	left-center	leftcenter	-1.0	2952666.0	6.470214470257578
newsobserver.com		leftcenter	-1.0	2924000.0	6.4659775168133224
kob.com	least biased	center	0.0	2911702.0	6.464147073924207
kctv5.com	least biased	center	0.0	2911000.0	6.464042354629607
wusa9.com	least biased	center	0.0	2898215.0	6.462130749703937
fox4news.com	least biased	center	0.0	2874911.0	6.458624555634581
wbay.com	least biased	center	0.0	2862804.0	6.456791767054729
buffalonews.com	least biased	center	0.0	2847666.0	6.454489202479593
christianpost.com	right	right	1.0	2842333.0	6.453675110126997
wcpo.com	least biased	center	0.0	2839318.0	6.453214188636069
wlos.com	right-center	right-center	1.0	2830196.0	6.451816666278792
propublica.org	left-center	leftcenter	-1.0	2816666.0	6.449735505625823
wavy.com	least biased	center	0.0	2815095.0	6.449493209688026
lbc.co.uk	right-center	right-center	1.0	2800333.0	6.4472098333801435
whatfinger.com	extreme right	fake-news	1.0	2784666.0	6.444773268195848
abcactionnews.com	least biased	center	0.0	2784333.333333333	6.444721382664073
wkyc.com	least biased	center	0.0	2759075.0	6.44076366348246
mic.com	left-center	leftcenter	-1.0	2744333.0	6.438436966192752
swissinfo.ch	left-center	leftcenter	-1.0	2742000.0	6.43806760883949
wftv.com		center	0.0	2740427.0	6.437818396222681
adweek.com	least biased	center	0.0	2739000.0	6.437592190813437
peta.org	left-pseudoscience	conspiracy	-1.0	2730000.0	6.4361626470407565
ynetnews.com	left-center	leftcenter	-1.0	2729666.0	6.43610966942778
ammoland.com	right	right	1.0	2720666.0	6.434675388926908
nbc4i.com	least biased	center	0.0	2720640.0	6.43467123858051
thestranger.com	left-center	left	-1.0	2711666.0	6.433236355939135
desmoinesregister.com	least biased	center	0.0	2706333.0	6.432381393667999
fox5vegas.com	least biased	center	0.0	2684237.0	6.428821020254115
wsaz.com	least biased	center	0.0	2670124.0	6.426531593027317
wisn.com	least biased	center	0.0	2666227.0	6.425897284953305
arabnews.com	right-center	fake-news	1.0	2666000.0	6.425860307978966
wbtv.com	least biased	center	0.0	2665383.0	6.425759786370967
news3lv.com	right-center	right-center	1.0	2644171.0	6.422289702031949
newsbusters.org	right	right	1.0	2629666.0	6.4199007563913355
nbclosangeles.com	left-center	leftcenter	-1.0	2610336.0	6.4166965792894235
chronicle.com	left-center	leftcenter	-1.0	2605333.0	6.415863407120641
sandiegouniontribune.com		center	0.0	2603000.0	6.41547433495303
wzzm13.com	least biased	center	0.0	2593818.0	6.413939667182209
ledevoir.com	least biased	center	0.0	2578666.0	6.41139526249469
abc11.com	left-center	leftcenter	-1.0	2578333.0	6.411339175609046
fox4kc.com	least biased	center	0.0	2577338.0	6.411171545499512
journalstar.com	least biased	center	0.0	2577000.0	6.411114587078028
pewresearch.org	least biased	center	0.0	2570666.0	6.410045822489227
japantoday.com	left-center	leftcenter	-1.0	2569333.0	6.409820563950423
reviewjournal.com	right-center	right-center	1.0	2559000.0	6.408070455599728
militarytimes.com	least biased	center	0.0	2555000.0	6.407391074448969
wfsb.com	least biased	center	0.0	2554136.0	6.407244188443564
newrepublic.com	left	left	-1.0	2553333.0	6.4071076283057415
wcax.com	least biased	center	0.0	2549134.0	6.406392835941037
news9.com	least biased	center	0.0	2549061.0	6.406380398800149
abovetopsecret.com	right	conspiracy	1.0	2548000.0	6.406199594108523
kstp.com	least biased	center	0.0	2545800.0	6.405824452742763
lawenforcementtoday.com	right	right	1.0	2540000.0	6.4048337166199385
kwwl.com	least biased	center	0.0	2514281.0	6.400413986228026
ottawacitizen.com	right-center	right-center	1.0	2509333.0	6.399558471080629
phillyvoice.com	left-center	leftcenter	-1.0	2509070.0	6.399512950861019
fox17online.com	least biased	center	0.0	2507705.0	6.3992766190557875
diply.com	left-center	leftcenter	-1.0	2500000.0	6.3979400086720375
newstatesman.com	left-center	left	-1.0	2497666.0	6.397534535838462
bostonherald.com	right-center	right-center	1.0	2497333.0	6.397476629919049
wwlp.com	least biased	center	0.0	2471070.0	6.392885223939202
abc30.com	left-center	leftcenter	-1.0	2469682.0	6.392641212293716
wjla.com	right-center	right-center	1.0	2467119.0	6.392190273960904
themarysue.com	left	left	-1.0	2461333.0	6.391170550929402
kqed.org	left-center	leftcenter	-1.0	2457333.333333333	6.390464248561392
focusonthefamily.com	extreme right	fake-news	1.0	2454666.0	6.389992584087661
adn.com	least biased	center	0.0	2439666.0	6.38733055177647
newson6.com	least biased	center	0.0	2430194.0	6.38564112299181
observer.com	right-center	right-center	1.0	2429666.0	6.385546755091098
insidehighered.com	left-center	leftcenter	-1.0	2427333.0	6.385129539157148
seattlepi.com		leftcenter	-1.0	2427333.0	6.385129539157148
kktv.com	least biased	center	0.0	2423101.0	6.384371696062716
thejakartapost.com	left center	leftcenter	-1.0	2421000.0	6.383994968828099
lancasteronline.com	least biased	center	0.0	2415650.0	6.3830341899977
fox5sandiego.com	least biased	center	0.0	2413385.0	6.382626789071326
fox13now.com	least biased	center	0.0	2408971.0	6.38183175212945
krdo.com	least biased	center	0.0	2403493.0	6.380843042308167
edmontonjournal.com	right-center	right-center	1.0	2400333.0	6.380271676821826
kbtx.com	least biased	center	0.0	2391740.0	6.37871414840964
kmov.com	least biased	center	0.0	2385333.0	6.377549198554774
wsoctv.com	least biased	center	0.0	2381744.0	6.376895262175684
calgaryherald.com		right-center	1.0	2381666.0	6.376881039190315
scoopnest.com		center	0.0	2381666.0	6.376881039190315
taiwannews.com.tw	left-center	leftcenter	-1.0	2381333.0	6.376820312743813
wxii12.com	least biased	center	0.0	2379172.0	6.376426022623093
whsv.com	least biased	center	0.0	2377873.0	6.3761888382748975
kptv.com	least biased	center	0.0	2342251.0	6.369633618457033
koco.com	left-center	leftcenter	-1.0	2340333.0	6.369277842027993
c-span.org	least biased	center	0.0	2336000.0	6.3684730243540555
10news.com	least biased	center	0.0	2335091.0	6.368303995953622
wtvr.com	least biased	center	0.0	2330522.0	6.367453393354763
wwmt.com	right-center	right-center	1.0	2327466.0	6.366883532051015
oklahoman.com	right-center	right-center	1.0	2310666.0	6.363737361972888
fox35orlando.com	least biased	center	0.0	2310000.0	6.363611979892144
differencebetween.net	least biased	center	0.0	2305333.0	6.3627338554734365
thebulwark.com	right-center	right-center	1.0	2300000.0	6.361727836017593
democracynow.org	left biased	left	-1.0	2300000.0	6.361727836017593
trueactivist.com	extreme left	fake-news	-1.0	2298666.0	6.361476061074727
abc12.com	least biased	center	0.0	2297927.0	6.361336417001281
wreg.com	least biased	center	0.0	2297863.0	6.361324321220252
news.cn	left	fake-news	-1.0	2290000.0	6.359835671988092
wsvn.com	left-center	leftcenter	-1.0	2289091.0	6.359663247584728
freebeacon.com	right	right	1.0	2275000.0	6.3569815918917625
thetab.com	left-center	leftcenter	-1.0	2271333.0	6.356281001983408
advocate.com	left	left	-1.0	2266000.0	6.355260097184212
treehugger.com	left	left	-1.0	2264333.0	6.354940487736343
christianitytoday.com	right-center	right-center	1.0	2260000.0	6.354108631313059
koat.com	least biased	center	0.0	2259666.666666666	6.354044571383785
northjersey.com	least biased	leftcenter	-1.0	2255666.0	6.3532749859420905
wivb.com	least biased	center	0.0	2254229.0	6.352998225212692
thenation.com	left	left	-1.0	2253333.0	6.352825569711446
beforeitsnews.com	extreme right	fake-news	1.0	2253333.0	6.352825569711446
thetruthaboutguns.com	right	right	1.0	2252333.0	6.352632792751833
courier-journal.com	left-center	leftcenter	-1.0	2245666.0	6.351345357097087
wsfa.com	least biased	center	0.0	2243303.0	6.350888130728048
app.com	left-center	leftcenter	-1.0	2226599.0	6.347642204732427
wafb.com	least biased	center	0.0	2221774.0	6.346700075664191
spiked-online.com	right	right	1.0	2200000.0	6.342422680822207
statesman.com	left-center	leftcenter	-1.0	2192000.0	6.340840747939331
wistv.com	least biased	center	0.0	2191775.0	6.340796167086558
13wmaz.com	least biased	center	0.0	2184093.0	6.33927132579222
wkrn.com	least biased	center	0.0	2181165.0	6.33868871928827
twincities.com	right-center	right-center	1.0	2181000.0	6.338655864704965
keloland.com	least biased	center	0.0	2181000.0	6.338655864704965
wilx.com	least biased	center	0.0	2179155.0	6.33828832134956
citizenfreepress.com	right	right	1.0	2177333.0	6.337925054319376
albawaba.com	right-center	fake-news	1.0	2177333.0	6.337925054319376
courant.com	left center	leftcenter	-1.0	2176000.0	6.337659090609957
politicalwire.com	least biased	center	0.0	2174309.0	6.337321463251414
macleans.ca	left-center	leftcenter	-1.0	2162000.0	6.334855890493508
quillette.com	right	fake-news	1.0	2160000.0	6.334453952213145
silive.com	least biased	center	0.0	2144666.0	6.331359869346203
star-telegram.com	right-center	right-center	1.0	2133333.0	6.329058854981229
localsyr.com	least biased	center	0.0	2127313.0	6.327831598225512
ewg.org	left-pseudoscience	conspiracy	-1.0	2126666.0	6.32769949207273
wptv.com	least biased	center	0.0	2121536.0	6.32665061034525
daytondailynews.com	least biased	center	0.0	2111000.0	6.324488439036874
whdh.com	left-center	leftcenter	-1.0	2104933.0	6.3232384831241
wpri.com	least biased	center	0.0	2103755.0	6.322995367611652
aeon.co	left-center	leftcenter	-1.0	2102666.0	6.322770498785403
hrw.org	left-center	leftcenter	-1.0	2101333.0	6.3224950875455965
geekwire.com	least biased	center	0.0	2089664.0	6.320076668736576
theamericanconservative.com	right-center	right-center	1.0	2083333.0	6.318758901598625
nbc12.com	least biased	center	0.0	2080142.0	6.318093191682079
waynedupree.com	extreme right	fake-news	1.0	2080000.0	6.318063334962762
pressherald.com		leftcenter	-1.0	2078666.0	6.3177849214402535
pilotonline.com	left-center	leftcenter	-1.0	2077666.0	6.317575941848968
cnsnews.com	far right	fake-news	1.0	2075666.0	6.317157680745506
ctpost.com	left-center	leftcenter	-1.0	2074771.0	6.3169703783578175
wdsu.com	least biased	center	0.0	2074342.0	6.316880570129605
wate.com	least biased	center	0.0	2068340.0	6.3156221409063145
wltx.com	least biased	center	0.0	2058429.0	6.313536102749275
catholic.org	right conspiracy-pseudoscience	conspiracy	1.0	2052666.0	6.3123185003727595
wibw.com	least biased	center	0.0	2038292.0	6.309266613005507
richmond.com		right-center	1.0	2033666.0	6.308279841456867
thestate.com	left-center	leftcenter	-1.0	2032666.0	6.308066236528861
westword.com	left-center	leftcenter	-1.0	2024646.0	6.306349314308274
timesunion.com	left-center	leftcenter	-1.0	2024000.0	6.306210722740081
khon2.com	least biased	center	0.0	2021666.666666667	6.3057097653029
1011now.com	least biased	center	0.0	2021281.0	6.305626908517877
dispatch.com	left-center	leftcenter	-1.0	2006333.0	6.302403232912956
wdbj7.com	least biased	center	0.0	2004636.0	6.302035741958887
congress.gov	least biased	center	0.0	2003000.0	6.30168116611553
13wham.com	right-center	right-center	1.0	1998610.0	6.300728273361098
wlky.com	least biased	center	0.0	1996214.0	6.300207314649296
mynorthwest.com	right-center	right-center	1.0	1992666.0	6.299434728632386
nbcphiladelphia.com	left-center	leftcenter	-1.0	1989782.0	6.298805716087465
actionnewsjax.com	least biased	center	0.0	1985739.0	6.297922384160744
wnem.com	least biased	center	0.0	1984836.0	6.297724847166036
manilatimes.net	right-center	right-center	1.0	1980000.0	6.296665190261531
abovethelaw.com	left-center	leftcenter	-1.0	1980000.0	6.296665190261531
bizpacreview.com	right	right	1.0	1977000.0	6.296006888987103
upworthy.com	left	left	-1.0	1976000.0	6.295787160036211
timesfreepress.com	least biased	center	0.0	1972941.0	6.295114318171503
washingtonian.com	left	left	-1.0	1970000.0	6.2944662261615925
law.com	least biased	center	0.0	1970000.0	6.2944662261615925
fox17.com	right-center	right-center	1.0	1966833.0	6.293767707186131
stamfordadvocate.com	left-center	leftcenter	-1.0	1965023.0	6.293367859039137
wowt.com	least biased	center	0.0	1963690.0	6.293073149666433
kens5.com	least biased	center	0.0	1961666.666666667	6.2926254338502945
live5news.com	least biased	center	0.0	1954706.0	6.2910816682180055
wkow.com	least biased	center	0.0	1953394.0	6.290790071743982
almasdarnews.com	right	fake-news	1.0	1946333.0	6.289217369288059
whec.com	least biased	center	0.0	1941326.0	6.288098694756916
kutv.com	right-center	right-center	1.0	1938333.0	6.2874286137151945
nbcwashington.com	left center	leftcenter	-1.0	1935138.0	6.286712165615845
conservativeinstitute.org	right	right	1.0	1932333.0	6.286082195485301
krqe.com	least biased	center	0.0	1929545.0	6.285455136526506
allafrica.com	least biased	center	0.0	1923960.0	6.284196264346045
dailyherald.com	right-center	right-center	1.0	1920333.0	6.283376771277358
naturalnews.com	far right conspiracy-pseusdoscience	conspiracy	1.0	1910000.0	6.281033594626978
wearethemighty.com	least biased	center	0.0	1908000.0	6.28057859798567
teaparty.org	extreme right	fake-news	1.0	1907000.0	6.280350920782958
ksbw.com	least biased	center	0.0	1900016.0	6.278757486728178
businesslive.co.za	right-center	right-center	1.0	1900000.0	6.278753600952829
kfor.com	least biased	center	0.0	1883666.0	6.275004129430907
turnto10.com	right-center	right-center	1.0	1883311.0	6.274922273629994
newsone.com	left	left	-1.0	1878666.0	6.273849806774868
kitv.com	least biased	center	0.0	1872672.0	6.2724619489214755
abc3340.com	right-center	right-center	1.0	1870704.0	6.2720053070225665
nwitimes.com	least biased	center	0.0	1862333.0	6.270057572106549
wbir.com	least biased	center	0.0	1857435.0	6.268913858596442
mcall.com	least biased	center	0.0	1856333.0	6.2686561191386385
judicialwatch.org	far right	fake-news	1.0	1853000.0	6.267875653692543
pressdemocrat.com	left-center	leftcenter	-1.0	1849000.0	6.266937146039846
stripes.com	least biased	center	0.0	1846333.0	6.26631026724031
thegrio.com	left	left	-1.0	1842000.0	6.2652898616341
wsls.com	least biased	center	0.0	1836890.0	6.2640833862987275
wane.com	least biased	center	0.0	1827383.0	6.261829818046403
bringmethenews.com	least biased	center	0.0	1817733.0	6.259530330599747
dailysignal.com	right	right	1.0	1811000.0	6.257918690123204
ahvalnews.com	left-center	leftcenter	-1.0	1810000.0	6.2576785748691846
ktvz.com	least biased	center	0.0	1796323.0	6.254384672376625
texastribune.org	left-center	leftcenter	-1.0	1795333.0	6.254145255623709
fox19.com	least biased	center	0.0	1792577.0	6.2534780620986
heritage.org	right	right	1.0	1792333.0	6.253418943295267
politicususa.com	left	left	-1.0	1783666.0	6.2513137774159535
wtsp.com	least biased	center	0.0	1781601.0	6.250810691558804
koreatimes.co.kr	left-center	leftcenter	-1.0	1778000.0	6.24993200089424
weaselzippers.us	right	right	1.0	1772000.0	6.248463962638143
bangordailynews.com	left-center	leftcenter	-1.0	1760666.0	6.245677224372833
nj1015.com		right-center	1.0	1749726.0	6.242970293462073
cleveland19.com	least biased	center	0.0	1746171.0	6.242087019994874
statnews.com	left-center	leftcenter	-1.0	1743333.0	6.241380600225776
wgrz.com	least biased	center	0.0	1742381.0	6.241143375875283
cbs8.com	least biased	center	0.0	1742333.333333333	6.24113149463829
prageru.com	right	fake-news	1.0	1740000.0	6.2405492482825995
unz.com	extreme right	fake-news	1.0	1735000.0	6.239299729440643
goodmenproject.com	left	left	-1.0	1722333.333333333	6.236117458980647
expressnews.com		leftcenter	-1.0	1714405.0	6.234113677960471
wwltv.com	least biased	center	0.0	1713205.0	6.233809586715851
brookings.edu	left-center	leftcenter	-1.0	1710333.0	6.2330809292182785
fox29.com	least biased	center	0.0	1710000.0	6.232996110392154
firstcoastnews.com	least biased	center	0.0	1709809.0	6.2329478527686915
kwtx.com	least biased	center	0.0	1707676.0	6.232405729126268
